"","b_asc_smlr","b_City_Midwest_smlr","b_City_South_smlr","b_City_Northeast_smlr","b_Age_GenZ_smlr","b_Age_Millenials_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Hel_smlr","b_Rem_smlr","b_Vdc_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonMale_smlr","b_Chl_Yes_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_asc_grtr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_GenZ_grtr","b_Age_Millenials_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Hel_grtr","b_Rem_grtr","b_Vdc_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonMale_grtr","b_Chl_Yes_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr"
"b_Age_Older_grtr",-0.11955009219956,0.00817262292210841,0.00166466605569184,-0.0239730865880059,0.12498513392634,0.190737091605897,0.464367365880553,0.0102430317065647,0.00749484354761553,-0.0202228845070835,0.00270408017971602,0.0169427671650962,0.00869340573160454,0.00270079197510197,0.120508557950392,-0.0440083678824191,0.0230988127412005,-0.27293120370618,0.00597466424546183,0.00648993922504917,-0.0394488761705719,0.269380482367342,0.40803548728241,1,0.0057002587764794,0.00360626471822321,-0.0324974576756576,0.0221425333431005,0.0431998123621974,0.0205589025892071,-0.000885533429440918,0.280536062808633,-0.0978789497370644,0.0298171692527977
"b_Inc_Mid_grtr",-0.199009742164256,0.0205196960539398,0.0294002474559577,0.00999950578541737,0.0220537101274655,0.00485454644082809,0.0101250131284749,0.478875081802941,0.350003699978292,-0.0167544135833958,0.0151304328789897,-0.0173645742897673,-0.0942959848783049,0.0200520821973072,-0.0428239124891384,0.00486929721903012,0.0313565220071631,-0.385852695396006,0.0324784835901856,0.0432391071721936,0.0146855553099,0.0409640263004931,0.00270878314027792,0.0057002587764794,1,0.737044492841962,-0.027400364799286,0.0241860082507624,-0.040596576919519,-0.224575161427693,0.0417388221604104,-0.10430886136233,0.00227838185039684,0.0612743020954714
"b_Inc_High_grtr",-0.217973565469493,0.0325366104463382,0.0240872067759443,0.0186465259752877,0.0454560265433197,0.0454346747110868,0.00722223821834112,0.350838419998255,0.489467437244459,-0.0116691946793817,0.06040623139829,-0.0281151483235167,-0.160218992028905,0.0235436536698074,-0.0452151813396663,-0.0109829500327823,0.0747469491599901,-0.426125827785283,0.0533109258199148,0.0238704110363341,0.0350110967729084,0.0901909273242353,0.0926966550428939,0.00360626471822321,0.737044492841962,1,-0.0282109505719901,0.120038723327112,-0.0426920278645324,-0.34521997768991,0.0503467003442701,-0.107175668782663,-0.0159741476922642,0.133113674556895
"b_Hel_grtr",-0.125943803256147,0.00820852641313654,-0.0042262525066761,-0.0174473039743111,0.0352431434566659,0.0187708596179683,-0.0191899432916571,-0.0192085819173377,-0.0140756611598914,0.430844288025341,0.0509101805645233,-0.0524402188164338,0.0138161564569768,-0.0532654333078763,0.0071845778328793,0.0294498635854177,-0.00334309717598587,-0.285516139159423,0.0181592885118833,-0.0220750947392856,-0.0327119000463101,0.0733641514671503,0.032106151450077,-0.0324974576756576,-0.027400364799286,-0.0282109505719901,1,0.0905840578217575,-0.111722184007496,0.0266544013919178,-0.100635786102904,-0.0137865737737999,0.0752704954141999,0.00605995772781402
"b_Rem_grtr",-0.180364293487634,0.0256380221174454,0.0164889325389347,0.0361828042273693,-0.0207180852174266,-0.00905488577300405,0.00203582184626423,0.0182451705327401,0.0638022248759625,0.0419333268931667,0.493714155000662,0.0312954018667486,0.0454910651996214,0.0511844134727049,-0.0801384764378599,0.0234237064701343,0.000594516701370922,-0.376104512833036,0.052853068276991,0.0322088966841117,0.0682864786893265,-0.0425350219607666,-0.0198927384655574,0.0221425333431005,0.0241860082507624,0.120038723327112,0.0905840578217575,1,0.0510708524234845,0.0950247312614346,0.090911463009658,-0.155087496966596,0.0583546869905874,0.0128514590240874
"b_Vdc_grtr",-0.0155726165641266,-0.0101284493966756,0.00580452800404543,-0.00413702135944634,0.00774002297729089,-0.0114832147168259,0.0183099630514885,-0.0175109299620663,-0.0282239103537726,-0.0502424469247059,0.0324909465473189,0.475032730633422,-0.0305200257579792,0.00657282098500198,-0.0384574110777639,0.00945558134017982,-0.0174729682348691,-0.0469913597923492,-0.0179198769747155,0.0179374941172689,-0.00188603443737568,0.0333280310330581,-0.00975929154089644,0.0431998123621974,-0.040596576919519,-0.0426920278645324,-0.111722184007496,0.0510708524234845,1,-0.0729766512182876,0.0173283175161489,-0.0810851907354202,0.0271802186787376,-0.0331876471426674
"b_Edc_MoreBachelor_grtr",-0.127640604731289,-0.00979560605010714,-0.0158651647817212,-0.0191333687956878,0.103028217622155,0.00358991407962718,0.00900203323673779,-0.0909106814910384,-0.155408621809285,0.00542644517255704,0.0463903612056267,-0.030294080930396,0.45117995484547,-0.000361940133050108,0.000115624595508189,0.0195601184963808,0.0177811645881522,-0.326173163944381,-0.0132647364269954,-0.0216371032491281,-0.0359335295601814,0.231699203450959,0.0129866136497087,0.0205589025892071,-0.224575161427693,-0.34521997768991,0.0266544013919178,0.0950247312614346,-0.0729766512182876,1,2.28071976503821e-05,0.00836157343576632,0.0486974626338586,0.0422406151242198
"b_Gen_NonMale_grtr",-0.111234224197101,0.00670701299144833,0.00509367307984269,0.0168714763769064,-0.0298760771605836,-0.0108971399989644,0.00452400583994283,0.0159703850732769,0.0199554019643769,-0.0356771672779021,0.0463227834314574,0.00905000947531078,0.00401633357228826,0.482755363988603,0.0490195052527747,-0.0331741395810513,-0.0285525140227848,-0.181273709767166,0.009090432863397,-0.000654448319077962,0.0320097636157092,-0.0798020957547184,-0.0341234420690037,-0.000885533429440918,0.0417388221604104,0.0503467003442701,-0.100635786102904,0.090911463009658,0.0173283175161489,2.28071976503821e-05,1,0.0782415264693816,-0.0679632196018898,-0.0720787736683233
"b_Chl_Yes_grtr",-0.0861168228913374,0.0113895100171551,0.00809200542009934,-0.0133622059963809,0.0435841891825009,0.0432937599312815,0.128665152511639,-0.0416819887329457,-0.0440528477770157,-0.00381451576446752,-0.0719429092560422,-0.0405176711692751,0.00101104068741574,0.0410583879915611,0.485696232073483,0.0123225453931335,-0.00209678143844948,-0.217157227105842,0.019303331094756,0.018645148449362,-0.02359718826036,0.0984938755978459,0.0992979901652631,0.280536062808633,-0.10430886136233,-0.107175668782663,-0.0137865737737999,-0.155087496966596,-0.0810851907354202,0.00836157343576632,0.0782415264693816,1,0.0399817264841919,-0.000373315139818914
"b_Ngh_NonUrban_grtr",-0.157386958090252,-0.0212811745517446,-0.0187213900021638,0.039244089035283,-0.0077783040248874,0.0338743055209825,-0.0473236610268359,0.00400037550626404,-0.0123074756006976,0.0335260557379698,0.022644428260705,0.0105436701685142,0.022355235991717,-0.0351492327762026,0.0165664875690366,0.497642157343811,0.0292381725216889,-0.299988977131167,-0.0579854783818217,-0.0436882136774922,0.0633935545583548,-0.00946458815700892,0.0679456914448001,-0.0978789497370644,0.00227838185039684,-0.0159741476922642,0.0752704954141999,0.0583546869905874,0.0271802186787376,0.0486974626338586,-0.0679632196018898,0.0399817264841919,1,0.0326661011802463
"b_Rac_Other_grtr",-0.105247353048551,0.00789013396843292,-0.0125323362333777,-0.0161640458572562,-0.0458582456956551,-0.0113780509807978,0.0240164014239852,0.0291671571563372,0.0722656058084723,0.00211390421663426,-0.00111077341529449,-0.0159392833829992,0.019945842648743,-0.0279794641141287,0.00121821267795931,0.02860186150883,0.478163610907371,-0.191772870720836,0.00707916040411141,-0.0249140995343276,-0.0311758291417876,-0.123315606347571,-0.0313480143508002,0.0298171692527977,0.0612743020954714,0.133113674556895,0.00605995772781402,0.0128514590240874,-0.0331876471426674,0.0422406151242198,-0.0720787736683233,-0.000373315139818914,0.0326661011802463,1
